national_number,gen,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,evo_length,has_mega_evolution,has_gigantamax,rarity
364,3.0,ice,water,50.2,49.8,1.1,87.6,120.0,5120.0,90.0,60.0,70.0,75.0,70.0,45.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
365,3.0,ice,water,50.2,49.8,1.4,150.6,45.0,5120.0,110.0,80.0,90.0,95.0,90.0,65.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
366,3.0,water,No secondary type,50.0,50.0,0.4,52.5,255.0,5120.0,35.0,64.0,85.0,74.0,55.0,32.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
367,3.0,water,No secondary type,50.0,50.0,1.7,27.0,60.0,5120.0,55.0,104.0,105.0,94.0,75.0,52.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
368,3.0,water,No secondary type,50.0,50.0,1.8,22.6,60.0,5120.0,55.0,84.0,105.0,114.0,75.0,52.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
369,3.0,water,rock,88.14,11.86,1.0,23.4,25.0,10240.0,100.0,90.0,130.0,45.0,65.0,55.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
370,3.0,water,No secondary type,24.6,75.4,0.6,8.7,225.0,5120.0,43.0,30.0,55.0,40.0,65.0,97.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0
371,3.0,dragon,No secondary type,50.2,49.8,0.6,42.1,45.0,10240.0,45.0,75.0,60.0,40.0,30.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
372,3.0,dragon,No secondary type,50.2,49.8,1.1,110.5,45.0,10240.0,65.0,95.0,100.0,60.0,50.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
373,3.0,dragon,flying,50.2,49.8,1.5,102.6,45.0,10240.0,95.0,135.0,80.0,110.0,80.0,100.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0
374,3.0,steel,psychic,0.0,0.0,0.6,95.2,3.0,10240.0,40.0,55.0,80.0,35.0,60.0,30.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,5.0,0.0,0.0,0.0
375,3.0,steel,psychic,0.0,0.0,1.2,202.5,3.0,10240.0,60.0,75.0,100.0,55.0,80.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,5.0,0.0,0.0,0.0
376,3.0,steel,psychic,0.0,0.0,1.6,550.0,3.0,10240.0,80.0,135.0,130.0,95.0,90.0,70.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,5.0,1.0,0.0,0.0
377,3.0,rock,No secondary type,0.0,0.0,1.7,230.0,3.0,20480.0,80.0,100.0,200.0,50.0,100.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
378,3.0,ice,No secondary type,0.0,0.0,1.8,175.0,3.0,20480.0,80.0,50.0,100.0,100.0,200.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
379,3.0,steel,No secondary type,0.0,0.0,1.9,205.0,3.0,20480.0,80.0,75.0,150.0,75.0,150.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0
380,3.0,dragon,psychic,0.0,100.0,1.4,40.0,3.0,30720.0,80.0,80.0,90.0,110.0,130.0,110.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0
381,3.0,dragon,psychic,100.0,0.0,2.0,60.0,3.0,30720.0,80.0,90.0,80.0,130.0,110.0,110.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0
382,3.0,water,No secondary type,0.0,0.0,4.5,352.0,3.0,30720.0,100.0,100.0,90.0,150.0,140.0,90.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,2.0
383,3.0,ground,No secondary type,0.0,0.0,3.5,950.0,3.0,30720.0,100.0,150.0,140.0,100.0,90.0,90.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
384,3.0,dragon,flying,0.0,0.0,7.0,206.5,45.0,30720.0,105.0,150.0,90.0,150.0,90.0,95.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
385,3.0,steel,psychic,0.0,0.0,0.3,1.1,3.0,30720.0,100.0,100.0,100.0,100.0,100.0,100.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,1.0,0.0,0.0,3.0
386,3.0,psychic,No secondary type,0.0,0.0,1.7,60.8,3.0,30720.0,50.0,150.0,50.0,150.0,50.0,150.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0
387,4.0,grass,No secondary type,88.1,11.9,0.4,10.2,45.0,5120.0,55.0,68.0,64.0,45.0,55.0,31.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
388,4.0,grass,No secondary type,88.1,11.9,1.1,97.0,45.0,5120.0,75.0,89.0,85.0,55.0,65.0,36.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
389,4.0,grass,ground,88.1,11.9,2.2,310.0,45.0,5120.0,95.0,109.0,105.0,75.0,85.0,56.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
390,4.0,fire,No secondary type,88.1,11.9,0.5,6.2,45.0,5120.0,44.0,58.0,44.0,58.0,44.0,61.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,5.0,0.0,0.0,0.0
391,4.0,fire,fighting,88.1,11.9,0.9,22.0,45.0,5120.0,64.0,78.0,52.0,78.0,52.0,81.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,5.0,0.0,0.0,0.0
392,4.0,fire,fighting,88.1,11.9,1.2,55.0,45.0,5120.0,76.0,104.0,71.0,104.0,71.0,108.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,5.0,0.0,0.0,0.0
393,4.0,water,No secondary type,88.1,11.9,0.4,5.2,45.0,5120.0,53.0,51.0,53.0,61.0,56.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
394,4.0,water,No secondary type,88.1,11.9,0.8,23.0,45.0,5120.0,64.0,66.0,68.0,81.0,76.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
395,4.0,water,steel,88.1,11.9,1.7,84.5,45.0,5120.0,84.0,86.0,88.0,111.0,101.0,60.0,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,5.0,0.0,0.0,0.0
396,4.0,normal,flying,50.0,50.0,0.3,2.0,255.0,3840.0,40.0,55.0,30.0,30.0,30.0,60.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
397,4.0,normal,flying,50.0,50.0,0.6,15.5,120.0,3840.0,55.0,75.0,50.0,40.0,40.0,80.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
398,4.0,normal,flying,50.0,50.0,1.2,24.9,45.0,3840.0,85.0,120.0,70.0,50.0,60.0,100.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
399,4.0,normal,No secondary type,50.0,50.0,0.5,20.0,255.0,3840.0,59.0,45.0,40.0,35.0,40.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
400,4.0,normal,water,50.0,50.0,1.0,31.5,127.0,3840.0,79.0,85.0,60.0,55.0,60.0,71.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
401,4.0,bug,No secondary type,50.0,50.0,0.3,2.2,255.0,3840.0,37.0,25.0,41.0,25.0,41.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
402,4.0,bug,No secondary type,50.0,50.0,1.0,25.5,45.0,3840.0,77.0,85.0,51.0,55.0,51.0,65.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
403,4.0,electric,No secondary type,50.2,49.8,0.5,9.5,235.0,5120.0,45.0,65.0,34.0,40.0,34.0,45.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
404,4.0,electric,No secondary type,50.2,49.8,0.9,30.5,120.0,5120.0,60.0,85.0,49.0,60.0,49.0,60.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
405,4.0,electric,No secondary type,50.2,49.8,1.4,42.0,45.0,5120.0,80.0,120.0,79.0,95.0,79.0,70.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5.0,0.0,0.0,0.0
406,4.0,grass,poison,50.2,49.8,0.2,1.2,255.0,5120.0,40.0,30.0,35.0,50.0,70.0,55.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5.0,0.0,0.0,0.0
407,4.0,grass,poison,50.2,49.8,0.9,14.5,75.0,5120.0,60.0,70.0,65.0,125.0,105.0,90.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5.0,0.0,0.0,0.0
408,4.0,rock,No secondary type,88.1,11.9,0.9,31.5,45.0,7680.0,67.0,125.0,40.0,30.0,30.0,58.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0
409,4.0,rock,No secondary type,88.1,11.9,1.6,102.5,45.0,7680.0,97.0,165.0,60.0,65.0,50.0,58.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0
410,4.0,rock,steel,88.1,11.9,0.5,57.0,45.0,7680.0,30.0,42.0,118.0,42.0,88.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3.0,0.0,0.0,0.0
411,4.0,rock,steel,88.1,11.9,1.3,149.5,45.0,7680.0,60.0,52.0,168.0,47.0,138.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,3.0,0.0,0.0,0.0
412,4.0,bug,No secondary type,50.0,50.0,0.2,3.4,120.0,3840.0,40.0,29.0,45.0,29.0,45.0,36.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
413,4.0,bug,grass,0.0,100.0,0.5,6.5,45.0,3840.0,60.0,59.0,85.0,79.0,105.0,36.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
414,4.0,bug,flying,100.0,0.0,0.9,23.3,45.0,3840.0,70.0,94.0,50.0,94.0,50.0,66.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
415,4.0,bug,flying,88.14,11.86,0.3,5.5,120.0,3840.0,30.0,30.0,42.0,30.0,42.0,70.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
416,4.0,bug,flying,0.0,100.0,1.2,38.5,45.0,3840.0,70.0,80.0,102.0,80.0,102.0,40.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
417,4.0,electric,No secondary type,50.0,50.0,0.4,3.9,200.0,2560.0,60.0,45.0,70.0,45.0,90.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0
418,4.0,water,No secondary type,50.0,50.0,0.7,29.5,190.0,5120.0,55.0,65.0,35.0,60.0,30.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
419,4.0,water,No secondary type,50.0,50.0,1.1,33.5,75.0,5120.0,85.0,105.0,55.0,85.0,50.0,115.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
420,4.0,grass,No secondary type,50.2,49.8,0.4,3.3,190.0,5120.0,45.0,35.0,45.0,62.0,53.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
421,4.0,grass,No secondary type,50.2,49.8,0.5,9.3,75.0,5120.0,70.0,60.0,70.0,87.0,78.0,85.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
422,4.0,water,No secondary type,50.2,49.8,0.3,6.3,190.0,5120.0,76.0,48.0,48.0,57.0,62.0,34.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
423,4.0,water,ground,50.2,49.8,0.9,29.9,75.0,5120.0,111.0,83.0,68.0,92.0,82.0,39.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,3.0,0.0,0.0,0.0
424,4.0,normal,No secondary type,50.0,50.0,1.2,20.3,45.0,5120.0,75.0,100.0,66.0,60.0,66.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
425,4.0,ghost,flying,50.2,49.8,0.4,1.2,125.0,7680.0,90.0,50.0,34.0,60.0,44.0,70.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
426,4.0,ghost,flying,50.2,49.8,1.2,15.0,60.0,7680.0,150.0,80.0,44.0,90.0,54.0,80.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
427,4.0,normal,No secondary type,50.2,49.8,0.4,5.5,190.0,5120.0,55.0,66.0,44.0,44.0,56.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
428,4.0,normal,No secondary type,50.2,49.8,1.2,33.3,60.0,5120.0,65.0,76.0,84.0,54.0,96.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
429,4.0,ghost,No secondary type,50.0,50.0,0.9,4.4,45.0,6400.0,60.0,60.0,60.0,105.0,105.0,105.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
430,4.0,dark,flying,50.0,50.0,0.9,27.3,30.0,5120.0,100.0,125.0,52.0,105.0,52.0,71.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0
431,4.0,normal,No secondary type,24.6,75.4,0.5,3.9,190.0,5120.0,49.0,55.0,42.0,42.0,37.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
432,4.0,normal,No secondary type,24.6,75.4,1.0,43.8,75.0,5120.0,71.0,82.0,64.0,64.0,59.0,112.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
433,4.0,psychic,No secondary type,50.0,50.0,0.2,0.6,120.0,6400.0,45.0,30.0,50.0,65.0,50.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0
434,4.0,poison,dark,50.2,49.8,0.4,19.2,225.0,5120.0,63.0,63.0,47.0,41.0,41.0,74.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,3.0,0.0,0.0,0.0
435,4.0,poison,dark,50.2,49.8,1.0,38.0,60.0,5120.0,103.0,93.0,67.0,71.0,61.0,84.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,3.0,0.0,0.0,0.0
436,4.0,steel,psychic,0.0,0.0,0.5,60.5,255.0,5120.0,57.0,24.0,86.0,24.0,86.0,23.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,3.0,0.0,0.0,0.0
437,4.0,steel,psychic,0.0,0.0,1.3,187.0,90.0,5120.0,67.0,89.0,116.0,79.0,116.0,33.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,3.0,0.0,0.0,0.0
438,4.0,rock,No secondary type,50.2,49.8,0.5,15.0,255.0,5120.0,50.0,80.0,95.0,10.0,45.0,10.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0
439,4.0,psychic,fairy,50.2,49.8,0.6,13.0,145.0,6400.0,20.0,25.0,45.0,70.0,90.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0
440,4.0,normal,No secondary type,0.0,100.0,0.6,24.4,130.0,10240.0,100.0,5.0,5.0,15.0,65.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0
441,4.0,normal,flying,50.0,50.0,0.5,1.9,30.0,5120.0,76.0,65.0,45.0,92.0,42.0,91.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
442,4.0,ghost,dark,50.2,49.8,1.0,108.0,100.0,7680.0,50.0,92.0,108.0,92.0,108.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
443,4.0,dragon,ground,50.2,49.8,0.7,20.5,45.0,10240.0,58.0,70.0,45.0,40.0,45.0,42.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
444,4.0,dragon,ground,50.2,49.8,1.4,56.0,45.0,10240.0,68.0,90.0,65.0,50.0,55.0,82.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0
445,4.0,dragon,ground,50.2,49.8,1.9,95.0,45.0,10240.0,108.0,130.0,95.0,80.0,85.0,102.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0
446,4.0,normal,No secondary type,88.14,11.86,0.6,105.0,50.0,10240.0,135.0,85.0,40.0,40.0,85.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
447,4.0,fighting,No secondary type,88.14,11.86,0.7,20.2,75.0,6400.0,40.0,70.0,40.0,35.0,40.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0
448,4.0,fighting,steel,88.14,11.86,1.2,54.0,45.0,6400.0,70.0,110.0,70.0,115.0,70.0,90.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,3.0,1.0,0.0,0.0
449,4.0,ground,No secondary type,50.2,49.8,0.8,49.5,140.0,7680.0,68.0,72.0,78.0,38.0,42.0,32.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
450,4.0,ground,No secondary type,50.2,49.8,2.0,300.0,60.0,7680.0,108.0,112.0,118.0,68.0,72.0,47.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
451,4.0,poison,bug,50.2,49.8,0.8,12.0,120.0,5120.0,40.0,50.0,90.0,30.0,55.0,65.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,3.0,0.0,0.0,0.0
452,4.0,poison,dark,50.2,49.8,1.3,61.5,45.0,5120.0,70.0,90.0,110.0,60.0,75.0,95.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,3.0,0.0,0.0,0.0
453,4.0,poison,fighting,50.2,49.8,0.7,23.0,140.0,2560.0,48.0,61.0,40.0,61.0,40.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,3.0,0.0,0.0,0.0
454,4.0,poison,fighting,50.2,49.8,1.3,44.4,75.0,5120.0,83.0,106.0,65.0,86.0,65.0,85.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,3.0,0.0,0.0,0.0
